Date,Open,High,Low,Close,Volume,MA5,MA20,MA50,RSI,MACD,Signal_Line,BB_middle,BB_upper,BB_lower,momentum,volume_ma5,volume_ma20,price_variance,daily_return
2023-03-11,0.8566313302745237,0.9118054911819331,0.852777774741212,0.9036297654554392,0.5179247383656201,0.7212850047093526,0.6671574410329129,0.22539976032981102,0.8537497804434697,0.8135577118063364,0.6853909746807023,0.6671574410329129,0.821108009136081,0.4010916295335065,0.6069006736995274,0.3056735235567352,0.5389586410635157,0.3745845265690889,0.40478707520527585
2023-03-13,0.9787704594239175,0.9861306699679429,0.9716068821323791,1.0,0.8252059674905367,0.8058863477430676,0.7984561084121999,0.3178902320034105,0.9712961878362874,0.9557165748660479,0.7705134330928919,0.7984561084121999,0.9675700600520827,0.4605644708540191,0.7894010860358924,0.543032514930325,0.5152410366590572,0.5414173270927184,0.37279684817750114
2023-03-14,0.7814463169893691,0.7644694959700664,0.7431277039374691,0.6921146306204772,0.7076374972166556,0.8705226619438877,0.8858343843786374,0.39391376248354604,0.5563922367382732,0.9327095727692905,0.8314627763377551,0.8858343843786374,0.9421941900943871,0.5801832973892616,0.6110074956993347,0.7477106834771068,0.5102558077078019,0.4174686057487481,0.22956802290820855
2023-03-15,0.9482403638585657,0.9245917229521337,0.8813432463318986,0.8244164060051599,0.27254509018036077,0.9670396371796641,0.8711342780887508,0.4730607704841727,0.7288389694008715,0.9654233809120283,0.8903869258524291,0.8711342780887508,0.9034987415505977,0.588052849014457,0.5378963137525916,0.6601526211015261,0.544044581710756,0.18771233543754373,0.39284063185978524
2023-03-16,0.9029089071380378,0.8821647567592852,0.9109985420478408,0.8580896343970955,0.40837230015586734,1.0000000000000002,0.8446226740029692,0.5451871138947215,1.0000000000000002,1.0,0.9482697239148072,0.8446226740029692,0.8182366208311915,0.6123283208669026,0.46529433483157606,0.6572992700729927,0.5043306029273531,0.15426062785968764,0.35025022261757255
2023-03-17,0.6015954847816865,0.6093928176765293,0.6024711185437486,0.6126413866203638,0.15263861055444222,0.9200941371085707,0.8027339814130334,0.5939313172188001,0.610715279906094,0.9184215080143072,0.9692282911984216,0.8027339814130334,0.739177942821934,0.6144207000025941,0.27714176601043417,0.5484406104844062,0.42799113737075345,0.2638652383667414,0.2441895894266345
2023-03-20,0.9303553141701086,0.8680930040274533,0.9178682789130146,0.8832547705059576,0.7453796481852595,0.8880357149182243,0.8970115154442224,0.6259440523114534,0.48686879807323935,0.9634944830350962,1.0,0.8970115154442224,0.8177804457933258,0.6744316395659156,0.5955740103627148,0.5246516257465164,0.4169632066604001,0.16509581660187184,0.45724315557330625
2023-03-21,0.08466331462892351,0.11032798046463332,0.03891124701881832,0.04846267037923002,0.2884658205299488,0.7112878822702855,0.8728249298031461,0.5240802889229474,0.28904355008334215,0.6430533528468086,0.9250514618809802,0.8728249298031461,0.8849329877414664,0.6021439641626076,0.06324118934916079,0.3997345719973458,0.38287229756949115,0.8434439596967721,0.025444033128072474
2023-03-22,0.1937414643893789,0.17723139453466397,0.25321571438174195,0.23272420941018146,0.015030060120240482,0.5488082817985296,0.7940231483612363,0.528991571265415,0.5568942911585182,0.46785680038603983,0.8106564130499103,0.7940231483612363,0.89066779007657,0.5054404963482073,0.1461319016615943,0.322992700729927,0.2783167718544379,0.9116886251200699,0.4713717463037701
2023-03-23,0.04075901118225178,0.03466967502371232,0.06427378237673786,0.04389503493369773,0.29536851480739257,0.325229174302494,0.7146801914020458,0.4424282554892951,0.2079724958925513,0.2517683039496453,0.6519984102497123,0.7146801914020458,0.9758503905718232,0.35633418790506366,0.17729763621570438,0.2893165228931652,0.30703639049281595,0.903169176247088,0.22357022639131469
